timestamp;client_1;client_2;client_3;client_4;client_5;client_6;client_7;client_8;client_9;client_10
2024-01-01 07:00:00;1.953;2.364;2.396;3.387;18.033;16.041;20.777;64.788;71.732;74.491
2024-01-01 07:15:00;2.012;2.757;2.893;3.515;14.673;18.787;18.214;63.625;69.765;80.666
2024-01-01 07:30:00;1.953;2.344;2.429;3.615;17.754;14.689;17.661;67.096;74.74;68.846
2024-01-01 07:45:00;2.419;2.55;2.191;3.754;15.874;16.041;22.106;68.915;72.524;75.091
2024-01-01 08:00:00;2.522;2.757;3.405;3.704;27.646;29.399;29.583;67.815;65.909;64.8
2024-01-01 08:15:00;2.324;3.099;3.363;4.095;27.589;27.571;28.82;59.804;73.319;67.82
2024-01-01 08:30:00;2.681;3.083;3.248;3.619;26.602;27.492;30.636;77.436;59.215;79.442
2024-01-01 08:45:00;2.293;3.35;3.296;4.005;26.712;30.441;28.895;67.657;74.152;73.299
2024-01-01 09:00:00;3.19;3.51;4.787;4.414;26.592;27.574;27.571;69.846;64.671;85.021
2024-01-01 09:15:00;2.778;3.704;3.88;4.488;23.181;26.124;28.531;75.098;71.501;77.378
2024-01-01 09:30:00;2.898;3.573;4.088;4.481;26.166;26.771;30.103;57.51;65.788;77.918
2024-01-01 09:45:00;3.187;3.848;3.775;3.853;24.438;25.474;25.133;66.493;72.015;69.079
2024-01-01 10:00:00;3.915;4.01;4.655;4.627;26.24;29.109;27.928;67.103;75.007;72.882
2024-01-01 10:15:00;3.808;4.346;4.511;5.007;24.4;28.073;30.668;67.352;79.815;70.971
2024-01-01 10:30:00;3.753;4.13;4.464;4.452;24.341;28.909;27.561;68.15;63.985;69.14
2024-01-01 10:45:00;3.718;4.16;5.066;5.233;28.247;29.044;30.936;76.091;77.072;78.651
2024-01-01 11:00:00;3.952;4.654;5.35;5.703;27.497;26.57;30.72;72.3;72.682;79.755
2024-01-01 11:15:00;4.096;4.691;5.069;5.534;25.994;25.764;28.293;73.694;69.657;77.194
2024-01-01 11:30:00;4.145;4.606;4.41;5.085;26.259;27.121;27.468;69.231;75.951;70.446
2024-01-01 11:45:00;4.433;4.682;4.935;5.86;25.653;25.873;27.929;62.143;70.773;76.819
2024-01-01 12:00:00;4.465;5.163;5.93;6.232;26.798;27.451;32.77;58.809;75.731;64.48
2024-01-01 12:15:00;4.065;5.027;5.138;5.646;25.054;28.921;31.474;61.506;66.84;82.277
2024-01-01 12:30:00;4.462;5.0;5.498;5.758;27.391;26.944;28.606;70.763;68.708;67.86
2024-01-01 12:45:00;4.327;4.695;5.589;5.663;25.646;27.428;27.403;69.156;76.907;68.837
2024-01-01 13:00:00;4.104;4.428;5.092;5.597;25.412;27.057;28.592;67.97;79.724;75.634
2024-01-01 13:15:00;4.349;4.852;4.805;5.395;26.03;28.42;28.8;67.194;71.818;76.123
2024-01-01 13:30:00;4.428;4.834;4.375;5.422;25.172;26.185;26.361;78.857;57.506;74.6
2024-01-01 13:45:00;4.409;4.971;5.217;5.713;26.46;23.861;28.531;64.968;70.965;68.894
2024-01-01 14:00:00;3.616;4.036;4.355;5.702;25.248;27.916;30.569;73.546;72.169;81.233
2024-01-01 14:15:00;3.716;4.122;4.623;4.541;26.656;28.702;25.449;69.009;70.79;65.727
2024-01-01 14:30:00;3.838;3.798;4.238;4.943;27.702;27.878;29.756;68.701;73.749;66.842
2024-01-01 14:45:00;3.96;4.085;4.503;4.609;24.993;26.227;30.655;74.766;69.52;74.412
2024-01-01 15:00:00;3.059;3.779;3.959;4.844;25.817;25.475;27.481;76.166;76.362;68.047
2024-01-01 15:15:00;3.115;3.443;4.023;4.168;26.646;27.952;31.178;67.826;65.933;81.724
2024-01-01 15:30:00;2.94;3.697;3.649;3.903;25.39;27.415;27.268;72.916;78.432;68.52
2024-01-01 15:45:00;2.923;3.506;4.273;4.548;26.65;27.009;29.123;70.783;80.06;83.564
2024-01-01 16:00:00;2.679;3.0;3.164;4.266;26.778;29.97;27.897;69.036;67.252;80.693
2024-01-01 16:15:00;2.783;2.661;2.873;3.931;27.517;25.761;27.897;70.001;67.249;81.793
2024-01-01 16:30:00;2.511;2.945;3.296;3.788;25.152;29.898;27.388;65.629;74.136;85.379
2024-01-01 16:45:00;2.716;2.237;3.334;3.852;24.68;27.248;29.546;67.5;65.826;75.447
2024-01-01 17:00:00;2.136;2.424;2.911;3.706;25.569;24.41;29.792;66.155;69.438;69.429
2024-01-01 17:15:00;1.945;2.092;3.235;2.996;24.645;26.928;28.294;73.417;77.733;74.433
2024-01-01 17:30:00;2.136;2.745;2.804;3.233;26.79;28.658;26.17;68.534;75.836;71.883
2024-01-01 17:45:00;2.36;2.646;2.835;3.127;24.374;26.645;29.061;62.641;82.297;71.099
2024-01-01 18:00:00;1.893;2.407;2.402;2.738;29.266;24.958;29.092;65.455;72.888;75.83
2024-01-01 18:15:00;2.197;2.65;2.922;2.998;27.814;26.95;28.045;53.324;68.824;73.286
2024-01-01 18:30:00;1.402;2.082;2.75;3.443;26.018;25.897;31.462;66.577;72.266;70.863
2024-01-01 18:45:00;2.056;2.702;2.587;3.276;27.214;27.948;25.835;69.184;71.217;73.65
2024-01-01 19:00:00;2.084;2.682;2.353;3.467;13.708;18.376;14.764;68.333;71.29;78.019
2024-01-01 19:15:00;2.011;2.413;3.257;3.313;19.533;15.594;17.201;78.703;71.876;80.26
2024-01-01 19:30:00;2.085;2.729;2.536;3.43;15.174;16.127;19.565;71.817;67.155;66.184
2024-01-01 19:45:00;1.69;2.213;2.708;3.019;15.831;18.35;16.668;71.599;73.468;73.332
2024-01-01 20:00:00;2.483;2.735;3.422;3.629;13.402;15.895;16.791;60.948;64.675;74.223
2024-01-01 20:15:00;2.593;2.785;3.002;3.785;16.681;15.555;19.96;67.213;68.273;68.496
2024-01-01 20:30:00;2.806;2.803;2.922;3.811;14.451;15.408;19.159;66.615;71.382;74.342
2024-01-01 20:45:00;2.427;2.682;2.752;3.824;16.142;17.735;19.018;65.148;60.25;75.814
2024-01-01 21:00:00;2.996;3.831;4.145;4.307;15.238;17.67;19.682;65.081;75.999;77.854
2024-01-01 21:15:00;3.055;3.49;3.803;4.233;14.491;16.16;17.703;60.14;61.324;75.424
2024-01-01 21:30:00;3.324;3.631;4.74;5.329;14.874;17.208;17.778;62.748;75.482;70.155
2024-01-01 21:45:00;3.212;3.419;3.682;4.631;16.316;19.521;19.728;73.283;65.277;86.066
2024-01-01 22:00:00;3.674;3.756;4.326;5.103;14.206;15.719;16.194;68.3;69.894;79.56
2024-01-01 22:15:00;3.873;4.237;4.422;4.903;14.952;14.233;14.886;66.519;74.699;78.04
2024-01-01 22:30:00;3.793;3.735;4.641;4.835;16.929;17.892;17.689;68.973;83.43;80.527
2024-01-01 22:45:00;3.959;4.159;4.448;4.934;19.643;17.032;19.927;74.72;72.606;76.345
2024-01-01 23:00:00;4.099;4.318;5.198;5.523;16.669;16.121;18.819;69.021;61.69;82.075
2024-01-01 23:15:00;4.17;5.09;4.768;4.85;14.716;18.191;19.806;71.648;76.959;75.313
2024-01-01 23:30:00;4.158;4.842;4.66;4.946;15.486;18.476;15.093;64.852;70.794;75.01
2024-01-01 23:45:00;3.954;4.657;4.547;5.235;16.044;13.843;18.917;65.969;72.364;78.494
2024-01-02 00:00:00;4.456;5.091;4.6;5.664;15.511;16.208;19.472;70.734;74.901;83.67
2024-01-02 00:15:00;4.45;4.605;5.06;5.526;17.264;20.723;16.185;78.274;60.428;83.316
2024-01-02 00:30:00;4.401;4.925;5.119;6.058;16.304;18.087;19.814;76.006;72.034;78.261
2024-01-02 00:45:00;4.355;4.846;5.03;5.14;17.271;18.228;18.217;71.856;69.87;77.841
2024-01-02 01:00:00;3.964;4.693;5.368;5.2;15.56;18.983;23.437;69.742;78.354;78.828
2024-01-02 01:15:00;4.153;4.925;5.364;5.904;17.856;17.226;14.829;75.865;75.781;80.421
2024-01-02 01:30:00;4.167;4.801;4.942;5.473;15.767;18.411;20.645;72.894;63.54;82.143
2024-01-02 01:45:00;4.08;4.699;4.548;5.707;14.64;18.291;17.754;57.761;78.566;73.699
2024-01-02 02:00:00;3.744;3.794;4.422;5.611;19.048;18.019;15.748;63.836;74.338;82.249
2024-01-02 02:15:00;3.852;3.954;4.413;4.76;13.445;16.711;17.536;70.657;63.954;76.886
2024-01-02 02:30:00;4.133;4.147;4.398;4.944;14.966;17.462;18.855;60.244;72.29;78.58
2024-01-02 02:45:00;3.808;4.196;4.387;4.891;15.122;16.306;20.101;64.602;77.381;82.601
2024-01-02 03:00:00;3.199;3.29;3.774;3.744;19.512;17.219;21.224;65.571;65.687;79.109
2024-01-02 03:15:00;3.136;4.105;3.846;4.254;18.53;15.424;20.732;67.745;79.163;80.038
2024-01-02 03:30:00;2.785;3.899;3.778;4.623;18.091;15.998;16.817;67.592;64.134;72.858
2024-01-02 03:45:00;3.145;3.688;4.006;4.518;15.537;16.771;20.253;67.583;67.886;83.241
2024-01-02 04:00:00;2.536;2.942;3.422;3.917;19.397;15.766;19.042;73.044;67.097;78.826
2024-01-02 04:15:00;2.993;2.876;3.079;3.609;16.516;16.432;17.326;67.7;79.16;75.693
2024-01-02 04:30:00;2.488;2.706;3.668;3.522;17.368;16.951;18.052;67.115;69.447;81.056
2024-01-02 04:45:00;2.582;2.943;3.06;4.118;16.252;17.811;17.236;62.389;65.953;89.233
2024-01-02 05:00:00;2.061;2.527;2.431;3.113;15.931;18.643;18.461;74.019;74.315;68.571
2024-01-02 05:15:00;1.845;2.182;2.97;3.359;15.648;16.495;17.203;65.71;75.438;70.579
2024-01-02 05:30:00;2.285;2.544;2.647;3.318;15.707;19.229;16.714;63.674;75.471;89.769
2024-01-02 05:45:00;2.21;2.432;2.954;3.721;16.852;18.627;19.186;70.044;70.589;77.347
2024-01-02 06:00:00;2.05;1.861;2.051;3.401;16.514;17.966;19.431;65.242;73.324;76.05
2024-01-02 06:15:00;1.727;2.102;3.076;2.698;15.956;17.434;18.092;66.423;68.619;74.365
2024-01-02 06:30:00;2.167;2.205;2.882;2.732;18.113;17.685;20.643;70.266;80.709;81.646
2024-01-02 06:45:00;1.634;2.734;2.295;3.279;11.847;19.004;17.973;67.4;77.95;89.362
2024-01-02 07:00:00;2.179;2.595;2.468;3.248;16.714;19.06;17.903;80.327;77.631;71.341
2024-01-02 07:15:00;2.484;2.16;3.319;3.126;17.005;19.229;19.483;68.633;76.129;74.467
2024-01-02 07:30:00;1.879;2.579;2.668;3.582;17.606;17.263;18.183;72.027;74.703;73.071
2024-01-02 07:45:00;1.96;2.112;2.642;3.326;15.909;18.044;18.539;59.486;65.529;79.031
2024-01-02 08:00:00;2.544;3.174;2.713;3.741;26.291;29.242;24.266;64.783;75.293;81.723
2024-01-02 08:15:00;2.429;2.817;3.23;3.967;27.38;26.252;28.427;63.674;72.594;83.915
2024-01-02 08:30:00;2.23;2.903;3.264;3.609;28.088;26.716;25.403;64.324;78.569;79.217
2024-01-02 08:45:00;2.538;3.23;3.518;4.211;25.579;27.224;26.398;71.036;76.199;88.856
2024-01-02 09:00:00;2.948;3.254;3.572;4.106;26.374;28.567;26.21;74.074;74.862;71.839
2024-01-02 09:15:00;3.24;3.229;3.54;4.554;28.35;28.591;26.69;70.689;63.242;70.41
2024-01-02 09:30:00;2.975;3.416;4.072;4.794;23.026;26.849;27.5;67.889;71.537;83.081
2024-01-02 09:45:00;3.444;3.789;4.222;3.923;25.034;24.907;27.602;65.909;69.099;75.676
2024-01-02 10:00:00;3.626;3.826;4.151;4.869;28.052;27.574;29.489;74.457;73.312;67.432
2024-01-02 10:15:00;3.714;3.524;4.867;5.329;27.53;25.804;28.765;79.149;69.839;73.262
2024-01-02 10:30:00;3.93;4.071;4.585;5.334;26.731;24.935;25.282;69.662;70.565;76.406
2024-01-02 10:45:00;3.541;4.302;4.87;4.922;25.372;25.279;28.537;73.603;74.387;71.446
2024-01-02 11:00:00;4.276;4.909;5.014;5.205;24.765;27.696;28.922;70.683;69.753;69.419
2024-01-02 11:15:00;4.481;4.526;4.352;5.729;25.172;29.269;27.861;72.702;72.632;73.858
2024-01-02 11:30:00;3.927;4.538;4.992;5.799;28.167;27.259;28.3;63.294;64.099;69.145
2024-01-02 11:45:00;4.268;4.898;5.319;5.071;25.12;27.521;28.712;66.608;67.672;78.493
2024-01-02 12:00:00;4.449;4.37;4.959;5.227;26.142;28.998;29.654;70.938;75.411;64.309
2024-01-02 12:15:00;4.549;4.711;5.095;5.67;24.945;24.852;25.817;74.941;65.603;75.497
2024-01-02 12:30:00;4.165;4.844;5.152;5.795;27.18;27.991;27.999;64.991;78.478;77.857
2024-01-02 12:45:00;4.149;4.903;4.417;5.507;25.246;27.182;30.874;59.037;77.067;74.502
2024-01-02 13:00:00;4.332;4.515;5.484;5.643;25.863;28.06;30.723;66.559;70.605;81.013
2024-01-02 13:15:00;4.289;4.64;4.789;5.212;23.643;26.465;29.796;73.95;87.593;67.462
2024-01-02 13:30:00;4.28;4.06;5.169;4.777;23.741;25.957;29.28;61.239;78.464;71.144
2024-01-02 13:45:00;4.298;4.481;5.009;5.301;26.011;27.414;31.114;63.233;67.064;73.185
2024-01-02 14:00:00;3.646;4.279;4.915;4.995;24.145;29.707;31.545;69.764;75.88;78.92
2024-01-02 14:15:00;3.819;3.949;4.685;4.889;28.947;28.509;28.188;68.432;72.342;76.202
2024-01-02 14:30:00;3.831;4.189;4.512;4.616;23.114;26.428;26.81;71.913;67.961;86.789
2024-01-02 14:45:00;3.639;4.278;4.334;4.412;24.88;25.162;27.957;62.979;66.436;70.568
2024-01-02 15:00:00;3.504;3.471;4.165;4.191;26.023;24.643;33.479;67.408;77.173;67.328
2024-01-02 15:15:00;3.24;3.589;3.444;4.628;25.489;29.2;25.826;74.856;68.891;84.84
2024-01-02 15:30:00;2.924;3.329;4.124;4.739;24.454;25.748;27.628;63.155;71.47;67.13
2024-01-02 15:45:00;3.275;3.502;3.653;4.718;24.659;26.705;26.083;76.237;67.211;78.757
2024-01-02 16:00:00;2.34;3.065;3.663;3.472;24.613;29.208;28.605;63.77;68.11;69.617
2024-01-02 16:15:00;2.675;2.961;3.369;3.367;25.599;24.747;26.428;73.162;71.34;63.619
2024-01-02 16:30:00;2.745;2.79;3.499;3.879;28.733;29.468;28.222;67.173;74.019;72.939
2024-01-02 16:45:00;2.369;2.977;3.347;3.922;26.109;26.814;25.202;63.39;58.541;79.947
2024-01-02 17:00:00;2.251;2.632;2.394;3.392;27.656;25.454;29.413;66.565;72.088;68.28
2024-01-02 17:15:00;2.146;1.996;2.635;2.643;26.71;26.824;30.405;71.67;68.12;78.169
2024-01-02 17:30:00;2.224;2.734;3.049;2.999;27.559;26.102;27.77;68.966;79.292;79.196
2024-01-02 17:45:00;2.428;2.39;2.912;3.258;22.08;27.87;28.178;74.481;87.302;68.006
2024-01-02 18:00:00;1.853;2.398;3.019;3.251;25.574;26.215;28.132;76.035;70.132;73.747
2024-01-02 18:15:00;1.757;2.575;2.809;3.338;27.83;24.294;28.697;63.203;63.044;83.674
2024-01-02 18:30:00;1.731;1.985;2.439;3.145;25.2;26.865;28.337;62.844;72.608;78.578
2024-01-02 18:45:00;1.745;2.137;2.485;3.203;28.467;25.138;29.66;62.607;70.932;73.562
2024-01-02 19:00:00;2.053;2.401;2.895;3.294;18.077;17.511;20.422;64.594;82.251;77.284
2024-01-02 19:15:00;2.132;2.287;2.243;3.48;15.343;15.396;17.065;74.411;80.666;71.231
2024-01-02 19:30:00;2.12;2.867;3.319;3.364;15.296;16.458;17.893;71.746;76.5;81.125
2024-01-02 19:45:00;2.225;2.27;2.987;3.288;14.581;17.478;19.879;66.329;68.949;81.123
2024-01-02 20:00:00;2.527;2.797;3.656;3.642;15.119;16.877;16.068;68.946;75.524;75.665
2024-01-02 20:15:00;2.801;2.972;2.898;3.75;14.274;17.581;15.168;75.881;73.378;76.269
2024-01-02 20:30:00;2.475;2.649;3.661;3.875;16.6;18.234;18.771;78.349;73.255;69.507
2024-01-02 20:45:00;3.042;2.834;3.928;3.808;13.962;15.44;19.214;70.271;63.897;67.564
2024-01-02 21:00:00;3.269;3.623;3.593;4.468;16.845;17.102;17.215;55.97;77.521;72.929
2024-01-02 21:15:00;2.987;3.473;4.158;4.766;16.879;12.139;17.451;70.457;72.561;74.519
2024-01-02 21:30:00;2.947;3.529;3.95;4.432;13.674;17.576;17.153;73.58;71.476;80.844
2024-01-02 21:45:00;3.242;3.428;3.533;4.149;18.17;16.743;16.978;70.101;68.879;80.073
2024-01-02 22:00:00;3.733;3.827;4.708;5.249;16.719;15.705;19.537;72.56;67.873;76.017
2024-01-02 22:15:00;3.911;4.249;4.8;4.551;17.05;17.68;16.464;70.75;73.65;81.548
2024-01-02 22:30:00;3.865;4.579;4.413;4.64;14.938;18.983;17.965;62.95;62.904;69.811
2024-01-02 22:45:00;3.761;4.179;4.89;5.079;16.871;16.476;16.915;64.657;76.105;80.925
2024-01-02 23:00:00;4.072;4.684;4.583;5.593;17.577;15.764;16.013;67.426;66.519;70.653
2024-01-02 23:15:00;3.945;4.792;4.629;5.047;15.862;17.451;19.827;74.221;61.295;81.818
2024-01-02 23:30:00;4.148;4.341;5.069;5.314;18.803;15.17;17.547;65.247;81.474;74.927
2024-01-02 23:45:00;4.395;5.024;5.039;5.245;16.062;16.196;18.709;71.234;67.538;64.009
2024-01-03 00:00:00;4.441;4.847;5.007;5.449;17.597;19.058;15.927;70.488;68.245;79.016
2024-01-03 00:15:00;4.163;5.175;5.419;5.893;16.41;17.295;17.183;76.772;77.9;79.453
2024-01-03 00:30:00;4.433;4.631;5.343;5.819;16.82;14.343;19.64;68.796;81.643;72.489
2024-01-03 00:45:00;4.473;5.218;5.432;5.594;13.66;14.469;22.643;60.402;64.028;72.958
2024-01-03 01:00:00;4.065;4.811;4.999;5.263;16.519;17.446;15.159;72.17;67.028;74.123
2024-01-03 01:15:00;4.262;4.76;5.195;5.014;14.971;18.511;18.07;79.476;67.41;64.412
2024-01-03 01:30:00;4.244;4.686;4.912;5.873;14.815;14.741;19.076;72.491;76.861;61.994
2024-01-03 01:45:00;4.015;4.575;5.587;5.616;18.442;17.884;17.39;65.14;80.523;82.159
2024-01-03 02:00:00;3.843;4.451;4.356;4.756;15.701;19.222;19.793;63.698;66.383;70.468
2024-01-03 02:15:00;3.882;4.207;5.143;5.198;14.595;20.07;16.979;64.33;79.357;85.204
2024-01-03 02:30:00;3.981;3.723;4.584;4.953;15.497;17.703;18.652;78.816;68.313;82.537
2024-01-03 02:45:00;3.975;3.918;4.204;4.886;14.179;17.97;17.544;67.396;73.748;83.62
2024-01-03 03:00:00;2.888;3.507;4.319;4.485;18.007;13.958;20.4;65.753;65.388;71.423
2024-01-03 03:15:00;2.972;3.621;3.984;4.12;15.026;20.392;17.291;68.224;71.366;66.154
2024-01-03 03:30:00;3.248;3.537;4.18;4.243;16.741;16.325;17.823;67.447;71.422;69.022
2024-01-03 03:45:00;3.248;3.83;4.28;4.388;17.899;15.781;19.951;76.681;70.361;72.544
2024-01-03 04:00:00;2.623;2.476;3.416;3.57;15.3;16.812;16.714;64.029;74.002;61.947
2024-01-03 04:15:00;3.257;2.958;3.165;3.932;16.745;19.498;18.513;74.785;66.763;72.385
2024-01-03 04:30:00;2.633;2.507;3.588;4.304;14.558;20.556;15.411;69.598;67.405;73.891
2024-01-03 04:45:00;2.741;3.1;3.325;3.491;19.424;17.391;16.616;74.914;74.277;67.881
2024-01-03 05:00:00;2.249;2.446;3.053;2.751;17.311;18.717;19.027;76.755;78.979;69.277
2024-01-03 05:15:00;2.191;2.564;2.286;2.647;15.73;17.266;16.775;69.416;71.881;73.787
2024-01-03 05:30:00;2.008;2.269;2.988;3.221;14.918;15.623;17.507;67.456;74.619;76.96
2024-01-03 05:45:00;2.212;2.762;2.695;3.062;15.84;19.445;19.209;69.324;75.942;70.1
2024-01-03 06:00:00;1.753;2.54;3.146;3.164;15.524;16.254;17.45;68.536;76.319;76.607
2024-01-03 06:15:00;1.855;2.434;2.868;3.141;18.734;19.534;19.749;60.881;67.042;75.753
2024-01-03 06:30:00;1.808;2.27;2.765;2.603;14.284;19.174;18.754;76.607;67.96;75.258
2024-01-03 06:45:00;1.916;2.433;2.831;2.537;16.189;18.133;19.115;70.204;68.412;71.414
2024-01-03 07:00:00;2.507;2.305;2.598;3.359;15.974;19.98;20.435;63.301;82.029;67.666
2024-01-03 07:15:00;1.713;2.664;3.306;3.309;15.836;20.593;18.925;58.869;74.643;84.33
2024-01-03 07:30:00;2.198;2.847;3.405;3.135;15.848;16.934;20.924;57.595;74.409;78.467
2024-01-03 07:45:00;1.761;2.714;2.974;2.754;15.838;15.971;19.894;72.775;73.904;80.532
2024-01-03 08:00:00;2.435;2.757;3.754;3.871;27.222;24.366;27.542;65.967;65.132;74.54
2024-01-03 08:15:00;2.732;3.008;3.171;4.119;26.853;30.612;30.521;66.771;82.079;74.098
2024-01-03 08:30:00;2.537;2.628;3.11;3.811;26.586;26.532;28.833;71.392;74.492;77.699
2024-01-03 08:45:00;2.32;3.057;3.336;3.462;21.752;28.925;27.753;66.471;75.76;64.909
2024-01-03 09:00:00;3.014;3.654;4.067;4.364;26.42;26.073;28.857;71.678;62.819;68.869
2024-01-03 09:15:00;3.279;3.12;3.844;3.927;23.682;29.538;30.224;69.467;76.054;70.612
2024-01-03 09:30:00;3.011;3.283;4.095;4.678;26.905;26.136;29.146;68.588;70.148;72.5
2024-01-03 09:45:00;3.191;3.485;4.033;4.375;28.064;25.389;31.389;61.294;65.122;70.162
2024-01-03 10:00:00;3.784;4.106;4.305;4.427;24.703;26.883;30.182;64.983;67.04;76.83
2024-01-03 10:15:00;3.651;3.897;4.715;4.882;25.634;26.392;29.258;71.952;65.423;75.448
2024-01-03 10:30:00;4.182;4.264;4.808;5.119;25.161;28.106;26.717;65.658;65.335;82.661
2024-01-03 10:45:00;3.895;4.233;4.621;4.872;27.73;27.122;28.105;74.906;72.315;88.606
2024-01-03 11:00:00;3.848;4.588;5.344;5.347;26.133;28.154;28.518;80.497;69.989;68.054
2024-01-03 11:15:00;4.268;4.459;4.704;5.053;28.42;26.758;29.542;72.216;73.737;75.81
2024-01-03 11:30:00;4.107;4.874;5.159;5.608;26.579;26.189;29.445;76.315;80.715;75.8
2024-01-03 11:45:00;4.394;5.013;4.717;5.232;26.339;26.313;28.678;72.532;71.327;74.922
2024-01-03 12:00:00;4.249;4.689;4.899;4.932;26.095;30.308;28.597;66.382;60.327;69.033
2024-01-03 12:15:00;4.378;4.659;5.03;5.485;27.145;27.542;29.582;69.981;70.742;69.955
2024-01-03 12:30:00;4.496;4.913;4.946;5.904;23.567;24.185;26.992;78.865;78.206;76.322
2024-01-03 12:45:00;4.564;4.718;5.052;5.48;26.119;26.409;31.181;66.435;71.553;69.801
2024-01-03 13:00:00;4.004;4.6;4.975;5.971;25.902;27.347;25.043;63.907;79.953;75.876
2024-01-03 13:15:00;4.169;4.803;5.259;5.566;27.016;30.005;30.787;63.442;74.355;73.647
2024-01-03 13:30:00;4.142;4.193;4.946;5.538;25.737;28.764;28.326;67.934;62.441;75.779
2024-01-03 13:45:00;4.108;4.936;4.604;5.393;24.546;25.799;30.044;64.083;72.57;69.757
2024-01-03 14:00:00;4.11;4.192;4.883;4.954;26.01;30.876;28.997;77.203;73.544;75.866
2024-01-03 14:15:00;3.852;4.08;4.349;4.893;24.484;27.153;28.967;70.06;77.618;70.155
2024-01-03 14:30:00;3.535;4.154;4.559;4.881;23.305;29.094;29.309;73.761;81.462;75.884
2024-01-03 14:45:00;3.949;4.166;4.696;5.14;27.018;25.444;29.727;67.537;76.72;82.367
2024-01-03 15:00:00;3.553;3.152;4.004;4.06;26.811;23.555;27.861;63.413;74.29;76.435
2024-01-03 15:15:00;3.346;3.894;4.245;4.016;26.654;25.059;30.097;62.584;75.516;76.77
2024-01-03 15:30:00;2.861;3.56;4.079;4.002;27.824;22.259;26.621;64.551;71.126;79.495
2024-01-03 15:45:00;3.058;3.652;3.717;4.984;25.069;30.41;28.391;70.703;64.393;67.28
2024-01-03 16:00:00;2.766;3.144;3.913;3.889;23.996;27.526;29.771;71.547;72.216;84.454
2024-01-03 16:15:00;2.391;2.69;3.377;3.819;25.902;25.795;30.032;71.956;73.9;69.194
2024-01-03 16:30:00;2.609;3.034;3.285;3.397;25.513;27.888;29.156;61.706;65.741;79.838
2024-01-03 16:45:00;2.672;2.863;3.585;3.918;24.821;27.488;27.755;68.998;78.898;79.108
2024-01-03 17:00:00;1.891;2.662;2.935;3.231;25.888;28.144;29.871;63.972;77.228;70.038
2024-01-03 17:15:00;2.056;1.978;2.975;3.334;25.144;29.038;27.302;70.967;64.867;80.549
