datetime,nat_demand,temperature,humidity
2024-01-08 19:00:00,809.68,26.3,78
2024-01-08 20:00:00,766.23,28.2,77
2024-01-08 21:00:00,751.07,28.5,66
2024-01-08 22:00:00,808.74,26.4,88
2024-01-08 23:00:00,873.3,25.9,62
2024-01-09 00:00:00,859.41,26.4,72
2024-01-09 01:00:00,800.77,24.5,84
2024-01-09 02:00:00,831.49,23.9,87
2024-01-09 03:00:00,818.65,23.2,70
2024-01-09 04:00:00,766.01,27.0,68
2024-01-09 05:00:00,818.7,25.8,81
2024-01-09 06:00:00,863.99,24.9,80
2024-01-09 07:00:00,902.74,25.6,78
2024-01-09 08:00:00,1059.49,29.5,92
2024-01-09 09:00:00,1178.38,27.8,63
2024-01-09 10:00:00,1296.39,32.2,92
2024-01-09 11:00:00,1364.27,27.5,75
2024-01-09 12:00:00,1303.77,33.2,60
2024-01-09 13:00:00,1294.58,32.4,74
2024-01-09 14:00:00,1276.53,32.1,81
2024-01-09 15:00:00,1176.77,31.7,91
2024-01-09 16:00:00,1065.04,33.7,82
2024-01-09 17:00:00,1077.64,31.7,92
2024-01-09 18:00:00,882.0,28.9,81
2024-01-09 19:00:00,853.15,27.0,71
2024-01-09 20:00:00,830.42,28.2,77
2024-01-09 21:00:00,828.06,27.0,91
2024-01-09 22:00:00,814.5,24.2,62
2024-01-09 23:00:00,871.06,25.1,60
2024-01-10 00:00:00,826.09,23.8,84
2024-01-10 01:00:00,837.3,24.1,79
2024-01-10 02:00:00,809.66,24.9,76
2024-01-10 03:00:00,809.25,25.9,81
2024-01-10 04:00:00,879.18,25.6,92
2024-01-10 05:00:00,749.19,24.3,85
2024-01-10 06:00:00,887.19,26.4,86
2024-01-10 07:00:00,887.52,27.0,93
2024-01-10 08:00:00,1031.67,26.4,82
2024-01-10 09:00:00,1198.08,29.5,75
2024-01-10 10:00:00,1261.95,32.2,73
2024-01-10 11:00:00,1290.89,30.9,73
2024-01-10 12:00:00,1328.17,29.6,85
2024-01-10 13:00:00,1352.41,31.9,86
2024-01-10 14:00:00,1234.16,30.5,63
2024-01-10 15:00:00,1167.58,32.9,68
2024-01-10 16:00:00,1049.83,32.1,86
2024-01-10 17:00:00,921.21,30.6,74
2024-01-10 18:00:00,938.28,29.6,84
2024-01-10 19:00:00,836.81,28.8,77
2024-01-10 20:00:00,727.37,28.0,89
2024-01-10 21:00:00,813.01,26.0,75
2024-01-10 22:00:00,803.6,24.3,71
2024-01-10 23:00:00,875.55,26.5,76
2024-01-11 00:00:00,826.67,24.1,84
2024-01-11 01:00:00,842.84,24.3,74
2024-01-11 02:00:00,845.59,24.3,84
2024-01-11 03:00:00,837.95,24.5,80
2024-01-11 04:00:00,757.42,23.1,78
2024-01-11 05:00:00,804.1,23.2,83
2024-01-11 06:00:00,847.82,25.3,66
2024-01-11 07:00:00,922.37,27.4,71
2024-01-11 08:00:00,1111.25,27.1,70
2024-01-11 09:00:00,1175.41,28.6,92
2024-01-11 10:00:00,1216.84,32.6,84
2024-01-11 11:00:00,1362.0,28.6,93
2024-01-11 12:00:00,1428.75,30.6,70
2024-01-11 13:00:00,1366.03,34.1,75
2024-01-11 14:00:00,1207.82,31.9,91
2024-01-11 15:00:00,1144.32,31.0,74
2024-01-11 16:00:00,1093.84,32.9,74
2024-01-11 17:00:00,920.52,30.9,66
2024-01-11 18:00:00,880.05,29.6,61
2024-01-11 19:00:00,843.0,29.3,65
2024-01-11 20:00:00,767.08,27.2,87
2024-01-11 21:00:00,805.67,25.7,81
2024-01-11 22:00:00,714.59,25.9,64
2024-01-11 23:00:00,811.13,24.0,77
2024-01-12 00:00:00,846.89,24.5,70
2024-01-12 01:00:00,804.5,24.6,67
2024-01-12 02:00:00,886.37,25.0,79
2024-01-12 03:00:00,758.92,25.5,70
2024-01-12 04:00:00,785.35,24.0,86
2024-01-12 05:00:00,821.71,25.8,88
2024-01-12 06:00:00,916.21,26.6,84
2024-01-12 07:00:00,896.3,27.4,78
2024-01-12 08:00:00,1091.49,27.4,61
2024-01-12 09:00:00,1162.92,27.8,61
2024-01-12 10:00:00,1227.94,30.6,66
2024-01-12 11:00:00,1347.37,28.8,90
2024-01-12 12:00:00,1362.77,31.1,92
2024-01-12 13:00:00,1310.2,28.8,70
2024-01-12 14:00:00,1264.76,30.4,72
2024-01-12 15:00:00,1149.11,30.8,69
2024-01-12 16:00:00,1054.79,32.8,79
2024-01-12 17:00:00,969.78,31.7,80
2024-01-12 18:00:00,921.34,29.3,73
2024-01-12 19:00:00,773.89,29.9,83
2024-01-12 20:00:00,875.5,29.1,66
2024-01-12 21:00:00,740.75,26.8,64
2024-01-12 22:00:00,824.04,24.3,65
2024-01-12 23:00:00,868.89,24.9,94
2024-01-13 00:00:00,666.93,24.4,68
2024-01-13 01:00:00,627.75,22.7,60
2024-01-13 02:00:00,623.32,24.4,79
2024-01-13 03:00:00,600.0,24.5,65
2024-01-13 04:00:00,600.0,25.1,91
2024-01-13 05:00:00,648.24,25.5,72
2024-01-13 06:00:00,679.63,26.9,80
2024-01-13 07:00:00,723.67,26.7,71
2024-01-13 08:00:00,883.63,28.2,65
2024-01-13 09:00:00,974.68,28.6,74
2024-01-13 10:00:00,1092.11,29.3,80
2024-01-13 11:00:00,1154.6,32.4,80
2024-01-13 12:00:00,1128.15,29.0,87
2024-01-13 13:00:00,1112.97,32.9,76
2024-01-13 14:00:00,1089.84,31.3,66
2024-01-13 15:00:00,985.32,31.0,82
2024-01-13 16:00:00,851.46,31.8,81
2024-01-13 17:00:00,752.08,29.0,69
2024-01-13 18:00:00,711.92,29.0,77
2024-01-13 19:00:00,600.0,28.0,61
2024-01-13 20:00:00,621.36,27.7,71
2024-01-13 21:00:00,603.36,26.0,81
2024-01-13 22:00:00,623.1,27.9,81
2024-01-13 23:00:00,688.13,27.3,81
2024-01-14 00:00:00,687.41,22.1,65
2024-01-14 01:00:00,679.44,24.8,79
2024-01-14 02:00:00,677.71,25.0,65
2024-01-14 03:00:00,612.49,24.8,68
2024-01-14 04:00:00,627.41,23.7,88
2024-01-14 05:00:00,609.06,24.9,64
2024-01-14 06:00:00,679.9,25.1,72
2024-01-14 07:00:00,744.78,26.5,86
2024-01-14 08:00:00,856.96,26.5,82
2024-01-14 09:00:00,986.17,28.9,93
2024-01-14 10:00:00,1036.44,28.2,84
2024-01-14 11:00:00,1207.22,30.6,82
2024-01-14 12:00:00,1123.37,30.0,87
2024-01-14 13:00:00,1091.5,32.1,85
2024-01-14 14:00:00,1105.64,31.2,71
2024-01-14 15:00:00,993.09,32.2,62
2024-01-14 16:00:00,875.45,32.8,68
2024-01-14 17:00:00,771.39,32.7,74
2024-01-14 18:00:00,668.19,27.0,67
2024-01-14 19:00:00,600.0,28.0,87
2024-01-14 20:00:00,606.28,27.6,85
2024-01-14 21:00:00,600.0,27.5,75
2024-01-14 22:00:00,666.26,24.0,93
2024-01-14 23:00:00,645.94,24.0,79
2024-01-15 00:00:00,831.09,24.7,60
2024-01-15 01:00:00,841.18,24.2,83
2024-01-15 02:00:00,847.94,24.5,88
2024-01-15 03:00:00,793.49,24.7,63
2024-01-15 04:00:00,776.23,24.9,63
2024-01-15 05:00:00,829.91,25.4,62
2024-01-15 06:00:00,878.59,26.1,61
2024-01-15 07:00:00,933.06,27.8,88
2024-01-15 08:00:00,1038.54,25.3,87
2024-01-15 09:00:00,1174.93,30.9,71
2024-01-15 10:00:00,1215.86,27.4,74
2024-01-15 11:00:00,1286.19,29.5,90
2024-01-15 12:00:00,1334.9,31.2,91
2024-01-15 13:00:00,1327.99,32.7,81
2024-01-15 14:00:00,1277.45,28.4,62
2024-01-15 15:00:00,1218.48,31.8,76
2024-01-15 16:00:00,1085.09,32.4,88
2024-01-15 17:00:00,945.26,32.0,71
2024-01-15 18:00:00,869.42,29.2,73
2024-01-15 19:00:00,786.37,28.7,67
2024-01-15 20:00:00,804.45,27.3,61
2024-01-15 21:00:00,803.22,26.5,93
2024-01-15 22:00:00,844.9,24.8,83
2024-01-15 23:00:00,823.6,24.1,79
2024-01-16 00:00:00,879.67,25.1,69
2024-01-16 01:00:00,907.59,24.3,66
2024-01-16 02:00:00,831.19,24.6,60
2024-01-16 03:00:00,828.8,24.4,69
2024-01-16 04:00:00,830.67,25.4,64
2024-01-16 05:00:00,808.85,26.2,80
2024-01-16 06:00:00,879.37,23.9,68
2024-01-16 07:00:00,952.76,25.9,88
2024-01-16 08:00:00,1059.96,27.7,90
2024-01-16 09:00:00,1141.27,29.0,86
2024-01-16 10:00:00,1268.92,29.2,65
2024-01-16 11:00:00,1354.39,31.9,90
2024-01-16 12:00:00,1412.35,33.8,61
2024-01-16 13:00:00,1370.55,32.1,80
2024-01-16 14:00:00,1343.44,32.1,93
2024-01-16 15:00:00,1141.5,32.9,81
2024-01-16 16:00:00,1087.12,29.2,72
2024-01-16 17:00:00,958.79,30.9,78
2024-01-16 18:00:00,948.24,31.2,92
2024-01-16 19:00:00,794.69,28.3,62
2024-01-16 20:00:00,777.22,26.5,78
2024-01-16 21:00:00,793.86,26.7,66
2024-01-16 22:00:00,760.78,25.9,74
2024-01-16 23:00:00,835.67,24.1,84
2024-01-17 00:00:00,836.49,27.1,81
2024-01-17 01:00:00,860.77,23.6,82
2024-01-17 02:00:00,848.52,22.6,69
2024-01-17 03:00:00,881.96,24.0,66
2024-01-17 04:00:00,841.34,25.6,84
2024-01-17 05:00:00,804.27,25.2,83
2024-01-17 06:00:00,841.65,26.6,64
2024-01-17 07:00:00,971.1,25.9,80
2024-01-17 08:00:00,1011.89,29.8,79
2024-01-17 09:00:00,1233.99,29.7,88
2024-01-17 10:00:00,1310.9,31.3,79
2024-01-17 11:00:00,1322.1,31.3,77
2024-01-17 12:00:00,1303.17,32.5,63
2024-01-17 13:00:00,1385.92,30.8,70
2024-01-17 14:00:00,1265.63,31.4,81
2024-01-17 15:00:00,1213.24,33.5,73
2024-01-17 16:00:00,1002.34,33.3,87
2024-01-17 17:00:00,932.96,29.5,63
2024-01-17 18:00:00,873.34,30.3,75
2024-01-17 19:00:00,826.18,28.5,82
2024-01-17 20:00:00,792.42,27.2,72
2024-01-17 21:00:00,838.2,27.3,79
2024-01-17 22:00:00,799.31,27.4,64
2024-01-17 23:00:00,850.65,25.7,78
2024-01-18 00:00:00,868.88,24.2,80
2024-01-18 01:00:00,875.12,24.8,64
2024-01-18 02:00:00,863.08,23.6,73
2024-01-18 03:00:00,778.54,24.6,65
2024-01-18 04:00:00,755.99,26.2,64
2024-01-18 05:00:00,870.78,22.7,83
2024-01-18 06:00:00,886.33,27.0,88
2024-01-18 07:00:00,929.29,25.1,88
2024-01-18 08:00:00,1114.0,29.5,61
2024-01-18 09:00:00,1175.54,28.3,65
2024-01-18 10:00:00,1312.5,28.5,93
2024-01-18 11:00:00,1342.5,31.7,71
2024-01-18 12:00:00,1436.86,31.9,81
2024-01-18 13:00:00,1401.58,30.7,63
2024-01-18 14:00:00,1262.54,30.5,65
2024-01-18 15:00:00,1205.53,31.6,62
2024-01-18 16:00:00,1082.34,30.0,72
2024-01-18 17:00:00,1003.45,29.6,82
2024-01-18 18:00:00,841.0,30.1,94
2024-01-18 19:00:00,850.16,27.9,85
2024-01-18 20:00:00,846.82,28.5,68
2024-01-18 21:00:00,756.45,28.8,82
2024-01-18 22:00:00,796.87,25.8,63
2024-01-18 23:00:00,785.86,25.3,93
2024-01-19 00:00:00,856.89,27.0,67
2024-01-19 01:00:00,883.88,22.7,93
2024-01-19 02:00:00,892.41,25.4,65
2024-01-19 03:00:00,822.15,25.4,66
2024-01-19 04:00:00,868.34,25.6,64
2024-01-19 05:00:00,779.42,26.7,62
2024-01-19 06:00:00,816.74,26.3,76
2024-01-19 07:00:00,955.2,26.3,78
2024-01-19 08:00:00,1074.81,29.3,60
2024-01-19 09:00:00,1172.0,30.4,68
2024-01-19 10:00:00,1200.52,31.3,63
2024-01-19 11:00:00,1338.67,30.9,69
2024-01-19 12:00:00,1320.73,30.6,91
2024-01-19 13:00:00,1365.24,32.1,60
2024-01-19 14:00:00,1285.74,33.1,82
2024-01-19 15:00:00,1140.29,33.1,76
2024-01-19 16:00:00,1043.43,30.9,89
2024-01-19 17:00:00,920.13,31.2,86
2024-01-19 18:00:00,874.23,28.4,74
2024-01-19 19:00:00,861.23,30.2,66
2024-01-19 20:00:00,776.93,27.1,92
2024-01-19 21:00:00,837.31,27.9,64
2024-01-19 22:00:00,821.38,24.6,93
2024-01-19 23:00:00,831.14,26.4,62
2024-01-20 00:00:00,664.28,24.9,91
2024-01-20 01:00:00,624.24,23.2,61
2024-01-20 02:00:00,622.15,24.8,75
2024-01-20 03:00:00,600.0,23.4,76
2024-01-20 04:00:00,681.81,25.4,71
2024-01-20 05:00:00,630.66,24.8,64
2024-01-20 06:00:00,653.57,23.9,63
2024-01-20 07:00:00,766.33,25.8,75
2024-01-20 08:00:00,859.14,27.5,77
2024-01-20 09:00:00,967.12,30.7,79
2024-01-20 10:00:00,1096.08,31.1,68
2024-01-20 11:00:00,1170.0,32.8,75
2024-01-20 12:00:00,1149.52,33.4,94
2024-01-20 13:00:00,1123.35,31.2,88
2024-01-20 14:00:00,1064.98,31.8,89
2024-01-20 15:00:00,894.32,31.4,79
2024-01-20 16:00:00,810.08,30.7,81
2024-01-20 17:00:00,806.74,28.6,82
2024-01-20 18:00:00,735.7,30.0,81
2024-01-20 19:00:00,620.79,27.5,60
2024-01-20 20:00:00,633.32,28.0,80
2024-01-20 21:00:00,632.26,29.5,78
2024-01-20 22:00:00,749.4,25.4,67
2024-01-20 23:00:00,699.78,25.4,64
2024-01-21 00:00:00,665.29,25.6,88
2024-01-21 01:00:00,628.77,24.5,77
2024-01-21 02:00:00,600.0,24.4,88
2024-01-21 03:00:00,630.13,23.7,74
2024-01-21 04:00:00,600.0,24.3,90
2024-01-21 05:00:00,600.0,24.0,74
2024-01-21 06:00:00,657.17,27.0,62
2024-01-21 07:00:00,722.74,24.9,92
2024-01-21 08:00:00,923.86,29.2,83
2024-01-21 09:00:00,1007.45,27.4,83
2024-01-21 10:00:00,1076.05,31.2,72
2024-01-21 11:00:00,1197.03,30.4,86
2024-01-21 12:00:00,1172.55,30.0,92
2024-01-21 13:00:00,1115.1,32.6,78
2024-01-21 14:00:00,1129.66,33.1,84
2024-01-21 15:00:00,995.49,31.3,65
2024-01-21 16:00:00,828.56,32.3,92
2024-01-21 17:00:00,753.99,28.1,84
2024-01-21 18:00:00,649.23,28.4,82
2024-01-21 19:00:00,600.0,30.6,76
2024-01-21 20:00:00,647.3,27.7,80
2024-01-21 21:00:00,689.94,24.7,79
2024-01-21 22:00:00,600.0,25.2,71
2024-01-21 23:00:00,682.05,24.1,72
2024-01-22 00:00:00,848.79,24.3,77
2024-01-22 01:00:00,846.96,23.7,81
2024-01-22 02:00:00,824.33,24.2,83
2024-01-22 03:00:00,794.56,24.1,92
2024-01-22 04:00:00,818.28,26.2,62
2024-01-22 05:00:00,803.88,25.7,76
2024-01-22 06:00:00,891.06,26.5,91
2024-01-22 07:00:00,960.62,28.4,76
2024-01-22 08:00:00,1058.24,27.5,84
2024-01-22 09:00:00,1146.62,27.5,67
2024-01-22 10:00:00,1257.94,31.4,94
2024-01-22 11:00:00,1373.47,31.0,88
2024-01-22 12:00:00,1389.16,31.6,71
2024-01-22 13:00:00,1312.83,31.1,68
2024-01-22 14:00:00,1281.62,31.3,85
2024-01-22 15:00:00,1204.72,32.9,81
2024-01-22 16:00:00,1008.22,32.6,90
2024-01-22 17:00:00,981.46,31.8,89
2024-01-22 18:00:00,858.47,31.0,74
2024-01-22 19:00:00,853.01,29.7,92
2024-01-22 20:00:00,789.96,28.2,62
2024-01-22 21:00:00,761.73,26.8,93
2024-01-22 22:00:00,788.22,27.5,76
2024-01-22 23:00:00,865.82,24.7,64
2024-01-23 00:00:00,882.49,25.0,89
2024-01-23 01:00:00,834.2,23.2,74
2024-01-23 02:00:00,869.25,23.2,67
2024-01-23 03:00:00,768.49,23.9,87
2024-01-23 04:00:00,816.11,23.6,80
2024-01-23 05:00:00,792.41,26.1,69
2024-01-23 06:00:00,860.62,24.4,87
2024-01-23 07:00:00,965.88,27.1,80
2024-01-23 08:00:00,1038.33,28.2,87
2024-01-23 09:00:00,1166.77,26.9,81
2024-01-23 10:00:00,1315.18,29.5,78
2024-01-23 11:00:00,1328.68,31.1,83
2024-01-23 12:00:00,1402.72,32.0,87
2024-01-23 13:00:00,1309.34,31.6,72
2024-01-23 14:00:00,1298.53,32.8,68
2024-01-23 15:00:00,1230.72,31.7,68
2024-01-23 16:00:00,981.98,31.5,80
2024-01-23 17:00:00,936.39,31.1,83
2024-01-23 18:00:00,903.7,31.1,90
2024-01-23 19:00:00,827.77,28.2,88
2024-01-23 20:00:00,831.5,27.4,69
2024-01-23 21:00:00,805.6,26.2,63
2024-01-23 22:00:00,850.05,25.6,62
2024-01-23 23:00:00,860.52,26.9,72
2024-01-24 00:00:00,916.15,25.2,80
2024-01-24 01:00:00,876.63,22.8,67
2024-01-24 02:00:00,860.6,23.3,68
2024-01-24 03:00:00,814.11,24.6,60
2024-01-24 04:00:00,803.24,23.4,73
2024-01-24 05:00:00,821.54,24.3,71
2024-01-24 06:00:00,899.12,27.6,81
2024-01-24 07:00:00,951.37,26.2,75
2024-01-24 08:00:00,1080.47,29.1,70
2024-01-24 09:00:00,1254.75,30.5,62
2024-01-24 10:00:00,1312.33,29.1,93
2024-01-24 11:00:00,1339.34,29.8,84
2024-01-24 12:00:00,1417.39,31.1,85
2024-01-24 13:00:00,1336.48,30.6,62
2024-01-24 14:00:00,1210.53,32.1,79
2024-01-24 15:00:00,1146.86,31.6,90
2024-01-24 16:00:00,1004.89,31.9,60
2024-01-24 17:00:00,953.86,32.5,85
2024-01-24 18:00:00,886.03,31.0,84
2024-01-24 19:00:00,895.44,29.6,70
2024-01-24 20:00:00,831.84,25.6,75
2024-01-24 21:00:00,820.96,27.5,79
2024-01-24 22:00:00,877.93,28.1,61
2024-01-24 23:00:00,790.46,21.6,88
2024-01-25 00:00:00,885.45,25.4,66
2024-01-25 01:00:00,896.63,23.9,84
2024-01-25 02:00:00,798.96,23.0,63
2024-01-25 03:00:00,870.48,25.1,93
2024-01-25 04:00:00,834.08,26.6,84
2024-01-25 05:00:00,824.07,26.1,67
2024-01-25 06:00:00,909.39,25.6,91
2024-01-25 07:00:00,1047.5,25.8,77
2024-01-25 08:00:00,1078.62,28.2,70
2024-01-25 09:00:00,1192.72,30.1,69
2024-01-25 10:00:00,1267.69,29.5,65
2024-01-25 11:00:00,1322.93,30.5,75
2024-01-25 12:00:00,1406.34,34.9,84
2024-01-25 13:00:00,1322.72,33.2,93
2024-01-25 14:00:00,1286.3,33.4,90
2024-01-25 15:00:00,1167.35,30.1,67
2024-01-25 16:00:00,1089.06,30.6,76
2024-01-25 17:00:00,979.76,30.9,73
2024-01-25 18:00:00,923.62,28.8,89
2024-01-25 19:00:00,820.84,31.0,77
2024-01-25 20:00:00,812.87,29.7,80
2024-01-25 21:00:00,796.29,26.3,90
